ROI 0,ROI 1,Overall
0.022241753472222223,0.1304253472222222,0.1559884982638889
0.023526475694444444,0.13840169270833333,0.16507269965277777
0.023096788194444443,0.14155490451388889,0.16739149305555556
0.023134765625,0.14481119791666666,0.17046332465277778
0.022183159722222224,0.14643120659722222,0.17050455729166666
0.020904947916666666,0.14799153645833332,0.17023328993055556
0.019932725694444445,0.14903537326388888,0.1703537326388889
0.018997395833333333,0.15041341145833334,0.17097005208333332
0.019605034722222223,0.15498046875,0.17777235243055556
0.022866753472222223,0.16356011284722222,0.193359375
0.014154730902777777,0.14994140625,0.16643663194444444
0.01443359375,0.15241861979166665,0.17008355034722222
0.013257378472222222,0.1495627170138889,0.16703884548611111
0.011327039930555555,0.146005859375,0.16026584201388888
0.007485894097222222,0.14062065972222224,0.14999565972222223
0.006450737847222222,0.1357693142361111,0.14321614583333334
0.007564019097222222,0.13053927951388888,0.13923285590277779
0.007087673611111111,0.12419053819444445,0.13208333333333333
0.007899305555555555,0.11865993923611111,0.1274663628472222
0.014479166666666666,0.13178276909722222,0.15368598090277777
0.01765082465277778,0.1353559027777778,0.16656792534722223
0.011259765625,0.11573133680555556,0.12927300347222223
0.011531032986111111,0.11303168402777777,0.12576605902777777
0.011430121527777778,0.11048177083333334,0.12317274305555556
0.010680338541666667,0.10976128472222223,0.12110243055555556
0.010463324652777778,0.106005859375,0.11702690972222222
0.011384548611111111,0.09800672743055555,0.110048828125
0.011612413194444445,0.09967664930555556,0.11237847222222222
0.012366536458333334,0.10204861111111112,0.11546006944444444
0.01599175347222222,0.12172092013888888,0.14571940104166667
0.00836154513888889,0.10607313368055556,0.11487521701388889
0.0098046875,0.11448676215277778,0.125380859375
0.011328125,0.12325629340277777,0.1365939670138889
0.011446397569444445,0.12980143229166666,0.144013671875
0.011443142361111111,0.1348263888888889,0.14955512152777778
0.011077473958333334,0.1369878472222222,0.15150390625
0.009903428819444445,0.136826171875,0.14903645833333334
0.008899739583333333,0.1377365451388889,0.14792751736111112
0.009264322916666666,0.13636827256944445,0.14673719618055556
0.01284396701388889,0.14826605902777779,0.16837022569444443
0.005481770833333333,0.13112955729166667,0.13710177951388888
0.007859157986111111,0.13192708333333333,0.14040473090277777
0.007782118055555555,0.12914388020833334,0.13731879340277778
0.007332899305555555,0.1259375,0.13360785590277777
0.006690538194444444,0.121826171875,0.1289919704861111
0.017252604166666668,0.14734266493055556,0.17688802083333333
0.007952473958333333,0.11683919270833333,0.12651801215277778
0.007993706597222223,0.11134440104166667,0.1209060329861111
0.007505425347222222,0.10178819444444444,0.110576171875
0.012268880208333333,0.10385850694444444,0.12306423611111111
0.005225694444444444,0.07544487847222223,0.08129448784722222
0.005846354166666666,0.07810980902777778,0.08422960069444445
0.0048046875,0.07595920138888888,0.08114149305555556
0.004602864583333333,0.07931966145833333,0.08478841145833334
0.0027864583333333335,0.06736219618055556,0.07070529513888889
0.003963758680555556,0.06977973090277778,0.07437282986111111
0.004629991319444445,0.07768120659722222,0.08365668402777778
0.005187717013888889,0.08833875868055556,0.09596571180555556
0.005660807291666667,0.08994466145833334,0.09851345486111111
0.011202256944444445,0.104921875,0.12521375868055556
0.0030088975694444442,0.07417100694444445,0.07811197916666666
0.0032161458333333334,0.07845486111111111,0.08264756944444444
0.0032215711805555556,0.07897026909722223,0.08309353298611111
0.0023719618055555555,0.08631293402777777,0.08935329861111112
0.0022526041666666666,0.08524956597222222,0.08817708333333334
0.00240234375,0.08434787326388889,0.08732530381944445
0.002802734375,0.0817578125,0.08484592013888889
0.003452690972222222,0.08038411458333333,0.084423828125
0.004059244791666666,0.0766872829861111,0.08162977430555556
0.007915581597222223,0.09275716145833333,0.10502712673611111
0.015260416666666667,0.12014105902777777,0.14780381944444446
0.007162543402777778,0.08155164930555556,0.090712890625
0.008028428819444445,0.08453233506944445,0.09412000868055556
0.00884982638888889,0.07859917534722222,0.08906684027777778
0.009937065972222223,0.07125325520833334,0.08248155381944444
0.010567491319444445,0.06395399305555556,0.07579969618055556
0.011393229166666666,0.05406901041666667,0.06708116319444445
0.010997178819444444,0.04279296875,0.05537651909722222
0.0116015625,0.04334526909722222,0.05666232638888889
0.015805121527777778,0.054007161458333335,0.07814670138888889
0.009301215277777778,0.037786458333333335,0.04911566840277778
0.01108181423611111,0.042645399305555554,0.05619900173611111
0.011400824652777778,0.04247829861111111,0.05731228298611111
0.011287977430555556,0.041664496527777775,0.05645833333333333
0.010796440972222222,0.04247395833333333,0.05678276909722222
0.009701605902777778,0.04503363715277778,0.05712456597222222
0.009956597222222223,0.051376953125,0.06343207465277778
0.009701605902777778,0.05481879340277778,0.06567816840277778
0.008913845486111112,0.055625,0.06537217881944445
0.014322916666666666,0.07964952256944445,0.10192816840277778
0.007951388888888888,0.051036241319444446,0.05998480902777778
0.009088541666666667,0.05555881076388889,0.06588975694444445
0.008828125,0.05427408854166667,0.06424262152777778
0.009274088541666666,0.057149522569444444,0.0681662326388889
0.0096484375,0.05743272569444444,0.06863823784722223
0.019602864583333334,0.10943033854166667,0.14205403645833334
0.009420572916666667,0.04897677951388889,0.06093424479166667
0.009577907986111111,0.043404947916666665,0.05504557291666667
0.009815538194444445,0.03811089409722222,0.050022786458333336
0.01482421875,0.04162326388888889,0.06509114583333334
0.008587239583333333,0.019930555555555556,0.029867621527777777
0.010126953125,0.02309027777777778,0.034092881944444445
0.009324001736111111,0.020487196180555556,0.030529513888888887
0.009163411458333333,0.025254991319444444,0.035670572916666664
0.008663194444444444,0.032757161458333336,0.04338433159722222
0.008765190972222222,0.03833658854166667,0.04994791666666667
0.009140625,0.039258897569444444,0.05210069444444444
0.00828125,0.03790798611111111,0.04927300347222222
0.007323133680555555,0.03797309027777778,0.048109809027777777
0.012825520833333333,0.05650716145833334,0.07823350694444445
0.004548611111111111,0.023350694444444445,0.028268229166666665
0.004924045138888889,0.03188042534722222,0.03723958333333333
0.004767795138888889,0.05336697048611111,0.058391927083333336
0.0055685763888888885,0.06547743055555555,0.07135416666666666
0.005544704861111111,0.06899088541666666,0.07478515625
0.005598958333333333,0.06984266493055556,0.07588324652777778
0.004913194444444445,0.06717447916666666,0.07236979166666667
0.006494140625,0.06309461805555555,0.07004014756944445
0.011548394097222222,0.05977973090277778,0.07192925347222222
0.017763671875,0.07310112847222222,0.09292643229166667
0.021006944444444446,0.0971875,0.1270551215277778
0.01921657986111111,0.06314236111111111,0.08452582465277778
0.02136501736111111,0.07148111979166667,0.09505208333333333
0.023821614583333334,0.066533203125,0.09266059027777777
0.025399305555555557,0.061103515625,0.08794053819444445
0.026412760416666667,0.061017795138888886,0.08871961805555556
0.027894965277777777,0.070185546875,0.09932834201388889
0.029673394097222222,0.07264756944444445,0.10363389756944444
0.031476779513888886,0.07666666666666666,0.10960503472222222
0.036188151041666665,0.10266710069444444,0.14739583333333334
0.030736762152777777,0.09163519965277778,0.12422092013888889
0.031014539930555557,0.10414496527777778,0.13798502604166665
0.029345703125,0.1102712673611111,0.1424924045138889
0.028106553819444446,0.11263129340277778,0.143623046875
0.025299479166666666,0.11445638020833333,0.14273763020833333
0.023802083333333335,0.12046549479166667,0.14729709201388888
0.021864149305555556,0.12446723090277778,0.14894639756944444
0.019108072916666666,0.12419596354166666,0.14565972222222223
0.016343315972222223,0.12338433159722222,0.14246961805555555
0.01975802951388889,0.12970377604166666,0.15744249131944443
0.011229383680555555,0.11146592881944445,0.12492078993055555
0.013132595486111112,0.11820095486111111,0.13404188368055556
0.015808376736111112,0.122255859375,0.14088324652777778
0.017099609375,0.12472439236111112,0.14427625868055555
0.017694227430555556,0.13006510416666667,0.14982421875
0.021797960069444445,0.1444411892361111,0.17514973958333332
0.019870876736111112,0.13432400173611111,0.15797309027777778
0.021842447916666667,0.135869140625,0.16174479166666667
0.021878255208333332,0.13884765625,0.16322916666666668
0.028502604166666667,0.1516525607638889,0.1902690972222222
0.020269097222222223,0.13807942708333334,0.16151475694444445
0.022307942708333334,0.14052625868055554,0.16635308159722223
0.02240776909722222,0.14061631944444444,0.16629448784722223
0.022581380208333335,0.14040364583333334,0.16668185763888888
0.022352430555555556,0.13973307291666667,0.16592664930555556
0.022060546875,0.13807942708333334,0.16368272569444445
0.021378038194444445,0.13727105034722223,0.16219835069444444
0.020990668402777777,0.1358322482638889,0.1607052951388889
0.02079318576388889,0.1380099826388889,0.1626095920138889
0.024635416666666667,0.14542100694444443,0.1771462673611111
0.016577690972222222,0.13557725694444445,0.15552517361111112
0.018985460069444446,0.13813693576388889,0.16113606770833333
0.018165147569444446,0.1401931423611111,0.16342447916666666
0.016758897569444445,0.13763671875,0.15832139756944444
0.012903645833333333,0.13305772569444443,0.14836154513888888
0.011948784722222222,0.12964409722222223,0.143349609375
0.0103125,0.12472222222222222,0.13666883680555555
0.008900824652777778,0.11853732638888889,0.128359375
0.007962239583333334,0.11160373263888888,0.12034939236111111
0.013001302083333333,0.11475043402777778,0.1343088107638889
0.01515625,0.12123914930555556,0.14915473090277778
0.004122178819444444,0.08214409722222223,0.08865234375
0.0057736545138888885,0.06700954861111111,0.0755490451388889
0.0130078125,0.05496527777777778,0.07280815972222222
0.019608289930555557,0.05432942708333333,0.07890082465277778
0.015224609375,0.07657769097222222,0.09578450520833333
0.022847222222222224,0.09656792534722222,0.12433485243055556
0.017810329861111113,0.11082790798611111,0.13073893229166667
0.018719618055555557,0.11979383680555555,0.14089735243055557
0.02672092013888889,0.13354926215277776,0.1709157986111111
0.02235785590277778,0.12561089409722223,0.15180230034722222
0.028624131944444443,0.13132378472222223,0.1645779079861111
0.029674479166666667,0.13358506944444445,0.1680978732638889
0.033399522569444444,0.13632269965277777,0.17658745659722222
0.03490017361111111,0.14000325520833334,0.18390190972222223
0.035517578125,0.14156467013888888,0.18611762152777778
0.03280815972222222,0.1439529079861111,0.18412000868055556
0.027621527777777776,0.14664605034722222,0.1810329861111111
0.03621527777777778,0.14432400173611112,0.1855490451388889
0.044102647569444445,0.14947699652777777,0.2012261284722222
0.037613932291666666,0.1377517361111111,0.18164388020833333
0.028940972222222222,0.13704969618055557,0.17201063368055555
0.022254774305555555,0.1363552517361111,0.16154947916666668
0.03760525173611111,0.1337619357638889,0.1783181423611111
0.04474392361111111,0.12900499131944446,0.18076497395833332
0.053264973958333336,0.14703125,0.21596354166666668
0.03893229166666667,0.12126627604166666,0.16483289930555556
0.023180338541666668,0.118974609375,0.1452810329861111
0.03974826388888889,0.1133908420138889,0.15578233506944444
0.04851128472222222,0.12286349826388888,0.18136393229166667
0.04659396701388889,0.10652777777777778,0.1588400607638889
0.042979600694444446,0.10680989583333333,0.15885416666666666
0.03740234375,0.102001953125,0.149111328125
0.030352647569444443,0.09614366319444445,0.13326388888888888
0.022837456597222222,0.09250325520833333,0.12172309027777778
0.012899305555555556,0.09252170138888889,0.10964192708333333
0.02163628472222222,0.09031792534722222,0.11825412326388889
0.03149848090277778,0.09088758680555556,0.13024848090277777
0.03830295138888889,0.09191623263888889,0.13829969618055554
0.04652018229166666,0.10339626736111111,0.16406901041666666
0.04698133680555556,0.07364149305555556,0.12705186631944446
0.04546657986111111,0.064658203125,0.11548611111111111
0.03613064236111111,0.06290364583333333,0.10362630208333333
0.022498914930555555,0.07062825520833334,0.09564887152777778
0.034545355902777776,0.06148003472222222,0.10058268229166667
0.04391167534722222,0.058924696180555555,0.10828450520833334
0.04624457465277778,0.04706271701388889,0.09998914930555555
0.03844943576388889,0.036153428819444444,0.08223307291666666
0.024274088541666666,0.028895399305555555,0.05831922743055556
0.027485894097222224,0.04089626736111111,0.07597547743055555
0.029185112847222222,0.08992513020833333,0.13233940972222222
0.019104817708333333,0.04398546006944445,0.06643229166666667
0.01781792534722222,0.04488172743055555,0.06599175347222222
0.01954861111111111,0.051910807291666666,0.07543294270833334
0.014736328125,0.05503689236111111,0.07199978298611111
0.013819444444444445,0.06715494791666667,0.08349717881944445
0.015506727430555556,0.06943684895833334,0.08803168402777778
0.01827582465277778,0.08255642361111111,0.10366861979166667
0.020596788194444444,0.08668511284722222,0.109716796875
0.025303819444444445,0.09448784722222223,0.12883246527777778
0.017096354166666668,0.08407877604166666,0.10333984375
0.019292534722222223,0.10053276909722222,0.12279730902777777
0.01817599826388889,0.10373372395833333,0.1246994357638889
0.019585503472222224,0.10610894097222222,0.12938585069444444
0.016713324652777778,0.10212131076388889,0.1232345920138889
0.014332682291666666,0.09224500868055556,0.11076171875
0.016259765625,0.08498480902777777,0.10506944444444444
0.01552734375,0.07677842881944444,0.095087890625
0.017106119791666666,0.07003363715277777,0.09009223090277778
0.024134114583333335,0.06732747395833333,0.09934461805555556
0.016665581597222222,0.05636393229166667,0.07704752604166666
0.018285590277777777,0.08109917534722222,0.10366427951388889
0.017096354166666668,0.08744140625,0.10871744791666667
0.016055772569444446,0.08806966145833334,0.10774197048611112
0.015517578125,0.07598849826388888,0.09431206597222222
0.020620659722222223,0.09924262152777778,0.12800130208333332
0.01552951388888889,0.06986219618055556,0.08800564236111111
0.015148654513888889,0.06626953125,0.08288953993055556
0.013628472222222222,0.056448567708333335,0.0714822048611111
0.024966362847222222,0.11117513020833333,0.14577799479166667
0.012856987847222221,0.059581163194444446,0.07433376736111111
0.013657769097222222,0.05503472222222222,0.07017252604166667
0.014432508680555555,0.051259765625,0.06818576388888889
0.01181640625,0.055505642361111114,0.06886935763888889
0.010686848958333333,0.05695638020833333,0.06883355034722222
0.009230685763888889,0.06276041666666667,0.07282443576388889
0.008870442708333334,0.0706662326388889,0.08026692708333333
0.008393012152777778,0.07023111979166667,0.07928276909722222
0.005268012152777778,0.07132486979166666,0.07678602430555556
0.010283203125,0.08032335069444445,0.09272135416666667
0.0067437065972222225,0.06650390625,0.07454427083333333
0.010232204861111111,0.07342881944444445,0.08552300347222222
0.0,0.0,0.0
0.0119140625,0.07060655381944445,0.08470920138888889
0.015003255208333333,0.07216579861111111,0.08941514756944445
0.019283854166666666,0.07461263020833334,0.0962185329861111
0.02255099826388889,0.07678602430555556,0.10124565972222223
0.024627821180555554,0.08134223090277778,0.10846896701388889
0.026098090277777777,0.08835828993055556,0.1178396267361111
0.03316948784722222,0.115166015625,0.161875
0.01993381076388889,0.09640516493055555,0.117939453125
0.021354166666666667,0.11021484375,0.13290473090277777
0.020360243055555557,0.11712782118055555,0.13848307291666667
0.015933159722222222,0.12371744791666667,0.14029622395833333
0.009866536458333333,0.12819444444444444,0.13857421875
0.006351996527777778,0.130576171875,0.13758463541666666
0.008881293402777778,0.13185546875,0.1411447482638889
0.012846137152777777,0.1324533420138889,0.14583875868055557
0.014293619791666667,0.13316731770833334,0.14820855034722222
0.01925238715277778,0.14195746527777778,0.16500868055555556
0.012953559027777778,0.13275933159722222,0.146533203125
0.014292534722222222,0.1353851996527778,0.1509353298611111
0.013139105902777778,0.1342502170138889,0.14863172743055555
0.012911241319444445,0.13401801215277778,0.14806640625
0.012915581597222222,0.13671332465277777,0.151171875
0.012923177083333333,0.139443359375,0.15398546006944444
0.01294162326388889,0.13935112847222222,0.15408854166666666
0.013125,0.14111219618055557,0.15634765625
0.012386067708333334,0.13798828125,0.1521950954861111
0.01598849826388889,0.14321180555555554,0.16243381076388888
0.007554253472222223,0.126259765625,0.13478407118055555
0.009252387152777777,0.12415473090277777,0.13443250868055556
0.008592664930555556,0.12097764756944444,0.130380859375
0.008881293402777778,0.11884223090277778,0.12843424479166668
0.02071506076388889,0.14508572048611112,0.17979166666666666
0.008842230902777777,0.11527777777777778,0.12601019965277777
0.008473307291666666,0.11145182291666667,0.12197374131944444
0.00831814236111111,0.10689453125,0.11788953993055555
0.004609375,0.09591471354166667,0.10125542534722222
0.009844835069444445,0.11774631076388889,0.13533528645833334
0.0021690538194444444,0.10370442708333333,0.10645182291666666
0.0019032118055555556,0.10495768229166667,0.10721462673611111
0.002907986111111111,0.10451280381944444,0.10751953125
0.0034016927083333334,0.10380642361111111,0.10736436631944445
0.0037651909722222223,0.10359266493055555,0.10761935763888889
0.004274088541666667,0.10419053819444445,0.10881944444444444
0.004683159722222222,0.104658203125,0.10964952256944445
0.006064453125,0.10587890625,0.11259548611111111
0.006516927083333333,0.108017578125,0.11528428819444445
0.011137152777777777,0.12239583333333333,0.13665473090277777
0.005137803819444444,0.11599066840277777,0.122412109375
0.006788194444444445,0.12234049479166667,0.13090603298611111
0.005105251736111111,0.12304361979166667,0.12942491319444444
0.004669053819444445,0.12503255208333333,0.13094618055555557
0.0036100260416666668,0.12541449652777778,0.12998589409722222
0.003503689236111111,0.12601236979166666,0.129970703125
0.0039029947916666666,0.12745659722222222,0.13169053819444446
0.005265842013888889,0.12835394965277777,0.13405598958333334
0.006622178819444445,0.12890299479166667,0.135966796875
0.022541232638888888,0.15341362847222223,0.19068033854166666
0.007912326388888889,0.1237282986111111,0.13265625
0.009168836805555556,0.12265082465277778,0.132568359375
0.009894748263888888,0.11932291666666667,0.13029839409722221
0.010188802083333334,0.11441731770833333,0.125419921875
0.01042209201388889,0.1097829861111111,0.12136610243055555
0.011070963541666666,0.10173394097222223,0.11387044270833334
0.010579427083333334,0.09197591145833334,0.10359375
0.009747178819444445,0.07824652777777778,0.08882921006944444
0.010305989583333333,0.059420572916666664,0.07050130208333333
0.015215928819444445,0.08009874131944444,0.09831380208333333
0.008563368055555555,0.07968967013888889,0.08939236111111111
0.010846354166666667,0.09606011284722223,0.10837999131944444
0.010973307291666666,0.10118489583333333,0.11411024305555556
0.011290147569444445,0.11036783854166667,0.123935546875
0.010523003472222223,0.11543294270833333,0.12756510416666667
0.009195963541666666,0.11831597222222222,0.12868381076388888
0.008832465277777778,0.11984375,0.12917100694444444
0.007419704861111111,0.120166015625,0.12804578993055554
0.007253689236111111,0.11889322916666667,0.1263791232638889
0.012348090277777777,0.13184353298611112,0.15087782118055557
0.003974609375,0.11681857638888889,0.1214724392361111
0.004680989583333333,0.11763129340277778,0.12289496527777778
0.005307074652777778,0.11510633680555556,0.12094943576388889
0.006299913194444445,0.11220377604166666,0.11895941840277778
0.017647569444444445,0.13418836805555556,0.1643923611111111
0.00740234375,0.10495008680555555,0.11384765625
0.008827039930555556,0.10250868055555555,0.11322699652777778
0.008145616319444444,0.10034396701388888,0.11105902777777778
0.005651041666666667,0.09112955729166666,0.09762803819444445
0.011099175347222223,0.10537977430555556,0.12390733506944444
0.0022341579861111112,0.07805447048611111,0.08082899305555556
0.0042003038194444444,0.06918619791666666,0.07387803819444444
0.0031532118055555554,0.05642144097222222,0.05983723958333333
0.0032508680555555555,0.044938151041666666,0.048505859375
0.004547526041666666,0.038382161458333335,0.043212890625
0.004181857638888889,0.045916883680555555,0.050390625
0.004651692708333334,0.04973958333333333,0.05462565104166667
0.0038975694444444444,0.04677842881944445,0.051422526041666666
0.005876736111111111,0.04982747395833333,0.05646809895833333
0.009350043402777777,0.06514973958333334,0.07659722222222222
0.0047428385416666665,0.05211697048611111,0.05768663194444444
0.007790798611111111,0.05818250868055556,0.06750542534722222
0.00943359375,0.05366536458333333,0.06550889756944445
0.009710286458333333,0.039508463541666664,0.051255425347222223
0.010888671875,0.03556857638888889,0.04815755208333333
0.011737196180555555,0.040259331597222225,0.05367296006944444
0.009722222222222222,0.040595703125,0.05126410590277778
0.008700086805555556,0.042250434027777777,0.05155707465277778
0.007632378472222222,0.043302951388888886,0.051327039930555554
0.020179036458333334,0.099453125,0.134091796875
0.0043294270833333336,0.040325520833333336,0.04586697048611111
0.005289713541666667,0.04628146701388889,0.052584635416666664
0.004755859375,0.02912543402777778,0.03469835069444444
0.002995876736111111,0.03107855902777778,0.034588758680555554
0.0034624565972222222,0.033642578125,0.037896050347222224
0.004039713541666667,0.03309353298611111,0.038017578125
0.0031369357638888888,0.03352213541666667,0.037412109375
0.0030164930555555557,0.03431532118055555,0.038000217013888886
0.004096137152777778,0.041028645833333335,0.04597439236111111
0.007927517361111112,0.060625,0.07195203993055556
0.0033810763888888888,0.052018229166666666,0.05653971354166667
